LOCNUM,LOCNAME,STATECODE,COUNTY,CC_OCC_HT_YB_FA,HDv1,RLv25,Classification,Description
17,vulsens_0017,AL,AL_COUNTY,RMS_KEY_CC_COM_Wood,871.632997,506.740009,FA_SFD,Auto
18,vulsens_0018,AL,NY_COUNTY,RMS_KEY_OCC_SFD,1406.310845,480.897849,OCC,Steel
19,vulsens_0019,IL,AZ_COUNTY,RMS_KEY_CC_COM_Unk,450.376308,1089.031894,HT_COM,MH
20,vulsens_0020,AL,MN_COUNTY,RMS_KEY_CC_COM_Masonry,817.341889,281.317771,FA_COM,Steel
21,vulsens_0021,FL,CO_COUNTY,RMS_KEY_HT_COM_Unk,565.18355,203.550374,CC_COM,1
22,vulsens_0022,AL,CA_COUNTY,RMS_KEY_CC_COM_Steel,499.453387,696.317592,HT_COM,Unk
23,vulsens_0023,TX,AL_COUNTY,RMS_KEY_FA_SFD_3000,271.593247,478.478447,OCC,Steel
24,vulsens_0024,AZ,AZ_COUNTY,RMS_KEY_YB_2005,461.13295,492.969182,HT_COM,2000
25,vulsens_0025,NY,CA_COUNTY,RMS_KEY_CC_COM_Auto,939.538741,778.906075,FA_COM,20
26,vulsens_0026,NY,CA_COUNTY,RMS_KEY_FA_SFD_2000,924.289742,1135.543676,CC_COM,Unk
27,vulsens_0027,MN,TX_COUNTY,RMS_KEY_OCC_COM,854.026048,263.749802,CC,2
28,vulsens_0028,TX,NY_COUNTY,RMS_KEY_HT_COM_5,542.002073,272.622343,HT_COM,7
29,vulsens_0029,CO,IL_COUNTY,RMS_KEY_HT_COM_20,554.518191,693.447791,YB_COM,Auto
30,vulsens_0030,CO,AZ_COUNTY,RMS_KEY_FA_SFD_7500,434.992909,159.126878,FA_COM,Masonry
31,vulsens_0031,AL,TX_COUNTY,RMS_KEY_YB_COM_2005,582.799368,150.880877,FA_SFD,RC
32,vulsens_0032,CA,MD_COUNTY,RMS_KEY_CC_COM_Auto,702.620729,415.413594,YB_COM,<1995
33,vulsens_0033,AL,CO_COUNTY,RMS_KEY_FA_SFD_2000,509.281587,616.953054,CC,2015
34,vulsens_0034,TX,AL_COUNTY,RMS_KEY_CC_COM_Unk,655.14403,447.871997,OCC,Steel
35,vulsens_0035,CA,CA_COUNTY,RMS_KEY_OCC_COM,436.644657,302.932161,CC_COM,Unk
36,vulsens_0036,MD,AL_COUNTY,RMS_KEY_YB_2000,898.147307,555.039519,OCC,<1995
37,vulsens_0037,CA,MD_COUNTY,RMS_KEY_FA_SFD_7500,591.314902,185.485872,YB,COM
38,vulsens_0038,NY,AZ_COUNTY,RMS_KEY_CC_MH,352.638881,190.447594,YB_COM,Unk
39,vulsens_0039,CO,CA_COUNTY,RMS_KEY_FA_SFD_5000,564.854421,371.428365,FA_COM,2010
40,vulsens_0040,NY,TX_COUNTY,RMS_KEY_HT_SFD_1,744.702669,137.956129,HT_COM,Steel
41,vulsens_0041,TX,IL_COUNTY,RMS_KEY_YB_COM_<1995,582.915022,382.148725,CC_COM,1995
42,vulsens_0042,TX,AL_COUNTY,RMS_KEY_HT_COM_1,156.996731,419.212754,YB_COM,Unk
43,vulsens_0043,MD,CA_COUNTY,RMS_KEY_HT_SFD_2,736.910419,620.295442,YB_COM,5
44,vulsens_0044,AL,MN_COUNTY,RMS_KEY_HT_COM_7,370.891595,888.672737,FA_COM,IND
45,vulsens_0045,CA,CO_COUNTY,RMS_KEY_HT_COM_15,348.29909,491.368228,OCC,Wood
46,vulsens_0046,IL,CO_COUNTY,RMS_KEY_HT_SFD_Unk,397.203175,752.847198,FA_COM,<1995
47,vulsens_0047,MN,IL_COUNTY,RMS_KEY_CC_Unk,159.425306,865.148868,FA_COM,1995
48,vulsens_0048,NY,TX_COUNTY,RMS_KEY_YB_COM_<1995,711.866706,610.06305,FA_COM,LM
49,vulsens_0049,NY,CA_COUNTY,RMS_KEY_HT_SFD_2,355.031675,173.394951,CC,1995
50,vulsens_0050,NY,CA_COUNTY,RMS_KEY_HT_COM_10,347.99425,482.453375,CC,MH
51,vulsens_0051,MN,FL_COUNTY,RMS_KEY_FA_COM_25000,494.288477,320.149335,HT_SFD,2000
52,vulsens_0052,NY,CA_COUNTY,RMS_KEY_CC_LM,467.95567,849.06279,FA_COM,Masonry
53,vulsens_0053,TX,CO_COUNTY,RMS_KEY_FA_COM_30000,1299.636452,282.432577,CC,20
54,vulsens_0054,MD,MD_COUNTY,RMS_KEY_FA_SFD_3000,710.419217,571.087499,HT_COM,20
55,vulsens_0055,CA,NY_COUNTY,RMS_KEY_FA_SFD_1000,108.077299,301.988685,YB_COM,IND
56,vulsens_0056,CO,CA_COUNTY,RMS_KEY_OCC_Unk,323.894128,392.34404,YB_COM,15000
57,vulsens_0057,CO,FL_COUNTY,RMS_KEY_FA_SFD_5000,521.876551,402.546696,CC,SFD
58,vulsens_0058,TX,NY_COUNTY,RMS_KEY_OCC_IND,770.230461,827.137813,YB_COM,5000
59,vulsens_0059,CO,NY_COUNTY,RMS_KEY_OCC_SFD,427.912934,739.17166,YB_COM,MH
60,vulsens_0060,IL,CO_COUNTY,RMS_KEY_YB_COM_2020,857.133389,266.993557,CC_COM,5000
61,vulsens_0061,MN,TX_COUNTY,RMS_KEY_YB_COM_2005,413.068136,471.581401,CC_COM,Steel
62,vulsens_0062,IL,FL_COUNTY,RMS_KEY_YB_COM_2015,803.174135,678.253301,YB,Wood
63,vulsens_0063,MD,MD_COUNTY,RMS_KEY_YB_2005,933.8679,555.430445,FA_SFD,Unk
64,vulsens_0064,MN,CO_COUNTY,RMS_KEY_HT_SFD_Unk,2154.674781,196.636227,CC_COM,2015
65,vulsens_0065,MD,AL_COUNTY,RMS_KEY_CC_Wood,729.787498,804.149132,YB,20000
66,vulsens_0066,MD,CA_COUNTY,RMS_KEY_FA_COM_Unk,814.024404,334.052944,HT_COM,<1995
67,vulsens_0067,MD,CO_COUNTY,RMS_KEY_CC_RC,816.727209,532.834135,CC_COM,10
68,vulsens_0068,MD,NY_COUNTY,RMS_KEY_CC_Masonry,621.514992,304.810923,CC,Auto
69,vulsens_0069,FL,TX_COUNTY,RMS_KEY_FA_SFD_3000,574.107332,238.307194,FA_SFD,5000
70,vulsens_0070,MN,FL_COUNTY,RMS_KEY_FA_SFD_3000,464.221303,568.267664,YB_COM,Auto
71,vulsens_0071,NY,FL_COUNTY,RMS_KEY_CC_RC,1354.345087,1536.696193,FA_SFD,Unk
72,vulsens_0072,AL,MD_COUNTY,RMS_KEY_YB_2010,572.870424,300.800815,HT_SFD,LM
73,vulsens_0073,NY,IL_COUNTY,RMS_KEY_FA_COM_25000,330.047041,514.983199,HT_COM,Masonry
74,vulsens_0074,FL,CA_COUNTY,RMS_KEY_CC_Wood,477.222326,345.69159,CC_COM,SFD
75,vulsens_0075,AL,MD_COUNTY,RMS_KEY_FA_SFD_2000,645.53936,323.496886,CC_COM,Unk
76,vulsens_0076,CO,MN_COUNTY,RMS_KEY_CC_COM_Steel,415.296409,241.674032,FA_COM,LM
77,vulsens_0077,NY,AZ_COUNTY,RMS_KEY_CC_RC,684.624253,354.08115,HT_SFD,Unk
78,vulsens_0078,AZ,TX_COUNTY,RMS_KEY_CC_Steel,248.773143,610.72307,YB,<1995
79,vulsens_0079,IL,AZ_COUNTY,RMS_KEY_YB_COM_2020,891.647417,771.398551,HT_COM,2000
80,vulsens_0080,TX,AZ_COUNTY,RMS_KEY_CC_COM_Auto,564.255932,506.346014,YB_COM,20000
81,vulsens_0081,CO,AL_COUNTY,RMS_KEY_FA_COM_20000,289.844023,558.647428,FA_COM,15
82,vulsens_0082,TX,MN_COUNTY,RMS_KEY_YB_COM_2005,618.815773,294.967156,HT_COM,1
83,vulsens_0083,MD,FL_COUNTY,RMS_KEY_YB_2000,224.995628,215.625252,YB,3000
84,vulsens_0084,NY,CA_COUNTY,RMS_KEY_OCC_SFD,457.72977,918.3649,YB,15000
85,vulsens_0085,MD,FL_COUNTY,RMS_KEY_CC_Steel,531.071929,372.798466,HT_COM,5
86,vulsens_0086,NY,MN_COUNTY,RMS_KEY_YB_COM_<1995,406.328676,590.290156,CC_COM,7
87,vulsens_0087,NY,TX_COUNTY,RMS_KEY_YB_COM_2000,947.780789,192.056409,HT_COM,LM
88,vulsens_0088,CO,AZ_COUNTY,RMS_KEY_FA_SFD_2000,675.214306,878.802273,CC,Unk
89,vulsens_0089,MN,CO_COUNTY,RMS_KEY_HT_COM_5,640.728146,388.103383,YB_COM,5
90,vulsens_0090,MD,AL_COUNTY,RMS_KEY_CC_COM_LM,813.025134,429.076636,CC_COM,5
91,vulsens_0091,MN,AZ_COUNTY,RMS_KEY_HT_SFD_2,372.405802,249.25517,FA_COM,Masonry
92,vulsens_0092,AL,AZ_COUNTY,RMS_KEY_FA_SFD_5000,267.091272,542.037741,FA_SFD,RC
93,vulsens_0093,TX,MN_COUNTY,RMS_KEY_CC_LM,458.701666,105.766467,HT_COM,15
94,vulsens_0094,FL,IL_COUNTY,RMS_KEY_CC_COM_Steel,389.57446,176.954027,CC,2005
95,vulsens_0095,MD,CA_COUNTY,RMS_KEY_YB_COM_<1995,951.954698,524.626203,FA_COM,2000
96,vulsens_0096,NY,FL_COUNTY,RMS_KEY_CC_Steel,87.220923,394.974787,YB,Masonry
97,vulsens_0097,MN,TX_COUNTY,RMS_KEY_OCC_IND,746.113824,165.680933,FA_COM,3
98,vulsens_0098,AZ,FL_COUNTY,RMS_KEY_FA_SFD_1000,945.827358,518.175041,CC,LM
99,vulsens_0099,IL,NY_COUNTY,RMS_KEY_HT_SFD_1,957.922061,240.065394,HT_COM,Wood
100,vulsens_0100,MN,MN_COUNTY,RMS_KEY_YB_2025,592.746802,189.225932,OCC,2020
101,vulsens_0101,CA,TX_COUNTY,RMS_KEY_HT_COM_20,393.71093,313.064313,CC_COM,Unk
102,vulsens_0102,NY,IL_COUNTY,RMS_KEY_CC_COM_MH,349.964743,323.141129,CC_COM,7500
103,vulsens_0103,CA,CO_COUNTY,RMS_KEY_CC_Unk,684.02998,474.693609,FA_COM,IND
104,vulsens_0104,CO,NY_COUNTY,RMS_KEY_CC_COM_MH,327.646181,379.533431,FA_SFD,2005
105,vulsens_0105,FL,TX_COUNTY,RMS_KEY_YB_COM_1995,728.41309,222.61486,CC_COM,5
106,vulsens_0106,NY,AL_COUNTY,RMS_KEY_FA_SFD_2000,246.816326,237.154,YB,3
107,vulsens_0107,IL,IL_COUNTY,RMS_KEY_FA_COM_10000,522.464973,390.431595,HT_COM,MH
108,vulsens_0108,TX,AL_COUNTY,RMS_KEY_CC_LM,1021.792128,145.178771,CC_COM,RC
109,vulsens_0109,MN,MN_COUNTY,RMS_KEY_HT_COM_15,292.324117,374.641863,OCC,1995
110,vulsens_0110,IL,MD_COUNTY,RMS_KEY_FA_COM_10000,938.854941,423.200564,FA_SFD,Masonry
111,vulsens_0111,AZ,NY_COUNTY,RMS_KEY_CC_COM_RC,678.674342,497.817738,CC_COM,1995
112,vulsens_0112,NY,NY_COUNTY,RMS_KEY_FA_COM_5000,615.633516,407.236424,CC_COM,2025
113,vulsens_0113,MD,TX_COUNTY,RMS_KEY_CC_Auto,205.75183,555.990503,FA_COM,Unk
114,vulsens_0114,FL,CA_COUNTY,RMS_KEY_CC_COM_Auto,1391.060213,179.807406,FA_COM,20
115,vulsens_0115,MN,TX_COUNTY,RMS_KEY_FA_SFD_2000,218.22332,486.240894,CC_COM,Auto
116,vulsens_0116,AZ,CA_COUNTY,RMS_KEY_HT_COM_15,215.259807,552.678637,CC,Wood
117,vulsens_0117,IL,IL_COUNTY,RMS_KEY_YB_2025,435.63383,292.368987,HT_SFD,1995
118,vulsens_0118,FL,MN_COUNTY,RMS_KEY_CC_LM,533.900243,493.496015,YB,10000
119,vulsens_0119,MD,MD_COUNTY,RMS_KEY_YB_<1995,245.636823,858.464546,HT_SFD,COM
120,vulsens_0120,IL,CO_COUNTY,RMS_KEY_FA_SFD_3000,383.283024,153.073154,OCC,Masonry
121,vulsens_0121,NY,MN_COUNTY,RMS_KEY_YB_COM_1995,1001.913364,337.634825,YB,1995
122,vulsens_0122,MN,NY_COUNTY,RMS_KEY_YB_COM_<1995,149.799129,501.575904,CC_COM,7
123,vulsens_0123,NY,AL_COUNTY,RMS_KEY_CC_COM_LM,608.353372,745.688154,CC,3
124,vulsens_0124,CO,CO_COUNTY,RMS_KEY_CC_Masonry,704.395817,468.050077,FA_SFD,5
125,vulsens_0125,NY,CA_COUNTY,RMS_KEY_YB_COM_<1995,1041.234822,227.547158,CC,1000
126,vulsens_0126,MN,AZ_COUNTY,RMS_KEY_OCC_COM,565.83236,679.036051,YB_COM,<1995
127,vulsens_0127,IL,CO_COUNTY,RMS_KEY_CC_MH,586.082869,330.661397,YB_COM,10000
128,vulsens_0128,FL,CO_COUNTY,RMS_KEY_CC_COM_LM,248.2461,330.158412,FA_SFD,7500
129,vulsens_0129,MN,CA_COUNTY,RMS_KEY_YB_COM_2005,454.230577,161.257408,YB_COM,Unk
130,vulsens_0130,TX,TX_COUNTY,RMS_KEY_YB_2010,337.695353,418.18038,CC_COM,2005
131,vulsens_0131,MD,CO_COUNTY,RMS_KEY_CC_COM_Auto,537.017887,290.736388,CC_COM,2
132,vulsens_0132,MN,IL_COUNTY,RMS_KEY_FA_COM_30000,294.686943,171.88258,YB,3
133,vulsens_0133,CA,FL_COUNTY,RMS_KEY_CC_COM_LM,618.247365,824.951872,YB_COM,Steel
134,vulsens_0134,CA,AL_COUNTY,RMS_KEY_HT_COM_5,483.235971,144.047236,OCC,RC
135,vulsens_0135,TX,AZ_COUNTY,RMS_KEY_CC_COM_Masonry,151.149544,873.819459,HT_COM,30000
136,vulsens_0136,MD,MN_COUNTY,RMS_KEY_HT_COM_5,287.741259,239.425586,CC_COM,2005
137,vulsens_0137,TX,CO_COUNTY,RMS_KEY_HT_COM_10,471.231832,257.770252,YB,15000
138,vulsens_0138,MD,MD_COUNTY,RMS_KEY_HT_COM_7,1372.436373,495.806369,YB,15000
139,vulsens_0139,CO,MN_COUNTY,RMS_KEY_HT_COM_10,757.337071,313.733757,CC_COM,2015
140,vulsens_0140,AL,MD_COUNTY,RMS_KEY_HT_COM_3,224.807387,390.83833,HT_COM,2
141,vulsens_0141,AZ,MD_COUNTY,RMS_KEY_HT_SFD_1,96.115165,1016.369797,CC_COM,2010
142,vulsens_0142,TX,MD_COUNTY,RMS_KEY_OCC_IND,411.835504,361.306147,OCC,Wood
143,vulsens_0143,IL,FL_COUNTY,RMS_KEY_YB_COM_1995,388.361445,400.540348,FA_COM,15000
144,vulsens_0144,TX,AL_COUNTY,RMS_KEY_HT_COM_Unk,309.403348,818.548671,YB,2
145,vulsens_0145,MD,CO_COUNTY,RMS_KEY_YB_COM_2025,308.616209,306.400968,YB_COM,SFD
146,vulsens_0146,FL,FL_COUNTY,RMS_KEY_HT_COM_5,576.546051,344.87841,HT_COM,Wood
147,vulsens_0147,MD,MD_COUNTY,RMS_KEY_CC_COM_Wood,304.501395,360.641855,YB_COM,Auto
148,vulsens_0148,FL,TX_COUNTY,RMS_KEY_OCC_SFD,751.107774,321.33699,OCC,2010
149,vulsens_0149,FL,AZ_COUNTY,RMS_KEY_FA_COM_15000,758.003999,397.921925,CC_COM,Unk
150,vulsens_0150,TX,FL_COUNTY,RMS_KEY_FA_SFD_5000,644.538055,377.993284,CC_COM,Unk
151,vulsens_0151,TX,CO_COUNTY,RMS_KEY_HT_COM_10,699.632777,198.60512,FA_SFD,Unk
152,vulsens_0152,AZ,AL_COUNTY,RMS_KEY_HT_COM_10,408.866289,580.413372,FA_SFD,1
153,vulsens_0153,IL,FL_COUNTY,RMS_KEY_OCC_Unk,594.438671,207.912199,HT_COM,2015
154,vulsens_0154,TX,CA_COUNTY,RMS_KEY_FA_COM_5000,328.289887,560.841067,CC,Unk
155,vulsens_0155,FL,MN_COUNTY,RMS_KEY_CC_LM,539.866013,339.440668,HT_COM,2010
156,vulsens_0156,AL,AZ_COUNTY,RMS_KEY_FA_SFD_3000,858.40129,361.187041,FA_COM,Masonry
157,vulsens_0157,CA,NY_COUNTY,RMS_KEY_HT_COM_20,419.731392,473.303563,FA_COM,3000
158,vulsens_0158,CO,MN_COUNTY,RMS_KEY_HT_COM_5,472.964912,568.708517,CC_COM,1000
159,vulsens_0159,MD,CO_COUNTY,RMS_KEY_YB_COM_2020,551.731888,357.433356,YB,<1995
160,vulsens_0160,NY,NY_COUNTY,RMS_KEY_FA_SFD_1000,256.737797,326.242485,YB,2010
161,vulsens_0161,NY,CA_COUNTY,RMS_KEY_YB_2020,285.458903,547.298186,CC,RC
162,vulsens_0162,NY,NY_COUNTY,RMS_KEY_CC_COM_Steel,674.197236,180.845009,CC,Unk
163,vulsens_0163,MN,MN_COUNTY,RMS_KEY_YB_2005,1457.458712,343.372137,CC,2005
164,vulsens_0164,AZ,FL_COUNTY,RMS_KEY_HT_COM_3,282.889391,295.35563,FA_SFD,Unk
165,vulsens_0165,MD,AZ_COUNTY,RMS_KEY_HT_COM_Unk,511.319322,161.920539,FA_COM,2005
166,vulsens_0166,NY,AZ_COUNTY,RMS_KEY_YB_COM_Unk,605.672608,332.134702,FA_SFD,LM
167,vulsens_0167,TX,CO_COUNTY,RMS_KEY_HT_SFD_Unk,410.301346,230.18943,YB,MH
168,vulsens_0168,AL,MN_COUNTY,RMS_KEY_YB_2010,627.041487,443.221088,YB,10000
169,vulsens_0169,TX,NY_COUNTY,RMS_KEY_CC_COM_MH,683.484158,687.34651,FA_SFD,2010
170,vulsens_0170,CA,CA_COUNTY,RMS_KEY_HT_SFD_2,237.214496,696.270003,FA_SFD,Wood
171,vulsens_0171,TX,FL_COUNTY,RMS_KEY_FA_SFD_5000,637.583199,274.837356,HT_COM,MH
172,vulsens_0172,CO,AZ_COUNTY,RMS_KEY_FA_COM_25000,377.565247,949.470264,OCC,2005
173,vulsens_0173,AZ,FL_COUNTY,RMS_KEY_YB_2010,598.64335,408.99304,YB_COM,2020
174,vulsens_0174,CO,MD_COUNTY,RMS_KEY_CC_COM_RC,884.638763,220.36653,CC_COM,RC
175,vulsens_0175,AL,IL_COUNTY,RMS_KEY_HT_COM_7,154.119419,275.993826,HT_COM,10000
176,vulsens_0176,AZ,CA_COUNTY,RMS_KEY_CC_Unk,413.158097,369.264108,OCC,Wood
177,vulsens_0177,MD,CO_COUNTY,RMS_KEY_CC_COM_Wood,261.21689,802.142923,HT_COM,2005
178,vulsens_0178,AZ,IL_COUNTY,RMS_KEY_HT_COM_10,506.996559,378.805075,YB_COM,2
179,vulsens_0179,CO,NY_COUNTY,RMS_KEY_HT_COM_15,382.541456,222.754896,CC_COM,Masonry
180,vulsens_0180,MN,AZ_COUNTY,RMS_KEY_CC_Unk,540.668635,313.563634,CC,2000
181,vulsens_0181,NY,IL_COUNTY,RMS_KEY_CC_Wood,605.989755,517.860227,CC,2020
182,vulsens_0182,AL,AL_COUNTY,RMS_KEY_FA_SFD_Unk,457.921501,475.567061,FA_SFD,<1995
183,vulsens_0183,MN,CA_COUNTY,RMS_KEY_FA_COM_10000,610.322537,167.628688,FA_COM,Wood
184,vulsens_0184,MD,TX_COUNTY,RMS_KEY_YB_2020,674.307121,727.743465,CC_COM,3000
185,vulsens_0185,AZ,MN_COUNTY,RMS_KEY_YB_COM_2000,538.588754,265.769814,CC,Unk
186,vulsens_0186,CO,MN_COUNTY,RMS_KEY_YB_COM_<1995,542.16665,846.070661,FA_SFD,1
187,vulsens_0187,AZ,CO_COUNTY,RMS_KEY_HT_COM_Unk,269.222109,828.09663,YB,Unk
188,vulsens_0188,CO,FL_COUNTY,RMS_KEY_FA_SFD_7500,259.537873,334.377623,YB_COM,10
189,vulsens_0189,MN,AZ_COUNTY,RMS_KEY_HT_COM_5,204.327888,854.846455,HT_COM,2025
190,vulsens_0190,FL,CA_COUNTY,RMS_KEY_YB_COM_Unk,851.214341,529.780597,YB_COM,Auto
191,vulsens_0191,AL,TX_COUNTY,RMS_KEY_FA_COM_Unk,218.024769,203.472658,YB_COM,2025
192,vulsens_0192,IL,CO_COUNTY,RMS_KEY_HT_SFD_2,337.809297,403.720757,CC_COM,1995
193,vulsens_0193,TX,MN_COUNTY,RMS_KEY_FA_COM_30000,488.655557,294.120713,HT_COM,10
194,vulsens_0194,NY,MN_COUNTY,RMS_KEY_FA_COM_15000,615.430548,492.686634,HT_COM,Steel
195,vulsens_0195,CO,NY_COUNTY,RMS_KEY_HT_SFD_Unk,249.260803,824.158207,FA_COM,15
196,vulsens_0196,CO,NY_COUNTY,RMS_KEY_OCC_IND,297.526243,781.980756,HT_COM,5
197,vulsens_0197,NY,CA_COUNTY,RMS_KEY_CC_Auto,1078.947979,146.569113,YB_COM,2025
198,vulsens_0198,NY,NY_COUNTY,RMS_KEY_CC_COM_RC,537.130043,350.956951,FA_SFD,2010
199,vulsens_0199,MN,TX_COUNTY,RMS_KEY_OCC_MFD,245.162807,225.917337,FA_SFD,30000
200,vulsens_0200,FL,NY_COUNTY,RMS_KEY_YB_COM_2020,481.335192,406.794038,HT_COM,Unk
201,vulsens_0201,MN,NY_COUNTY,RMS_KEY_YB_COM_1995,494.205013,471.220089,CC,Masonry
202,vulsens_0202,IL,MD_COUNTY,RMS_KEY_FA_SFD_5000,247.874423,349.259125,OCC,COM
203,vulsens_0203,FL,IL_COUNTY,RMS_KEY_CC_Steel,583.106381,493.963383,HT_COM,3000
204,vulsens_0204,AL,CA_COUNTY,RMS_KEY_YB_2015,455.498149,139.771791,OCC,10000
205,vulsens_0205,IL,CO_COUNTY,RMS_KEY_YB_2025,916.149777,153.591677,YB_COM,30000
206,vulsens_0206,CO,FL_COUNTY,RMS_KEY_YB_2010,327.472949,555.787123,CC_COM,30000
207,vulsens_0207,FL,MN_COUNTY,RMS_KEY_CC_MH,555.832282,407.476978,CC_COM,5000
208,vulsens_0208,CO,TX_COUNTY,RMS_KEY_CC_COM_Masonry,737.448439,373.626372,YB,2
209,vulsens_0209,MD,TX_COUNTY,RMS_KEY_HT_COM_7,342.131747,427.795209,FA_SFD,IND
210,vulsens_0210,IL,AZ_COUNTY,RMS_KEY_FA_COM_20000,243.706455,476.363301,HT_SFD,1
211,vulsens_0211,NY,CO_COUNTY,RMS_KEY_FA_COM_10000,367.997487,549.419078,OCC,10000
212,vulsens_0212,MN,NY_COUNTY,RMS_KEY_CC_Masonry,493.611694,504.715632,HT_COM,MH
213,vulsens_0213,FL,NY_COUNTY,RMS_KEY_HT_SFD_1,317.600364,486.341772,CC_COM,Unk
214,vulsens_0214,AL,AL_COUNTY,RMS_KEY_HT_COM_3,693.271929,245.409604,YB,5
215,vulsens_0215,AZ,MD_COUNTY,RMS_KEY_YB_COM_2000,273.002574,1461.581957,YB_COM,IND
216,vulsens_0216,AZ,AL_COUNTY,RMS_KEY_FA_COM_Unk,657.535402,280.729242,FA_COM,MFD
217,vulsens_0217,CA,FL_COUNTY,RMS_KEY_CC_LM,776.309489,715.147165,HT_COM,2000
218,vulsens_0218,NY,TX_COUNTY,RMS_KEY_OCC_IND,918.32812,307.682805,HT_COM,2015
219,vulsens_0219,TX,CO_COUNTY,RMS_KEY_CC_Unk,1308.234214,684.648708,CC_COM,MFD
220,vulsens_0220,FL,IL_COUNTY,RMS_KEY_FA_SFD_7500,443.868351,533.323969,FA_SFD,5
221,vulsens_0221,MN,IL_COUNTY,RMS_KEY_CC_COM_RC,310.797545,315.40468,YB_COM,3000
222,vulsens_0222,CO,MD_COUNTY,RMS_KEY_FA_COM_15000,175.358828,459.136027,HT_COM,2005
223,vulsens_0223,MD,AZ_COUNTY,RMS_KEY_HT_SFD_Unk,686.535078,284.300556,FA_COM,MH
224,vulsens_0224,CO,NY_COUNTY,RMS_KEY_CC_COM_Wood,489.83642,640.395026,YB_COM,<1995
225,vulsens_0225,TX,CO_COUNTY,RMS_KEY_YB_COM_2005,452.51273,506.184375,YB,2000
226,vulsens_0226,NY,FL_COUNTY,RMS_KEY_YB_COM_2020,789.031488,795.751607,CC,5000
227,vulsens_0227,MN,AL_COUNTY,RMS_KEY_CC_COM_Wood,257.651344,285.188901,YB_COM,20
228,vulsens_0228,TX,AL_COUNTY,RMS_KEY_YB_COM_<1995,244.490589,517.783369,HT_COM,1
229,vulsens_0229,TX,IL_COUNTY,RMS_KEY_YB_COM_1995,263.445211,462.661486,OCC,2
230,vulsens_0230,NY,CA_COUNTY,RMS_KEY_YB_COM_Unk,458.421482,217.651618,FA_SFD,10000
231,vulsens_0231,AL,MN_COUNTY,RMS_KEY_CC_COM_MH,198.462249,657.89905,FA_SFD,5000
232,vulsens_0232,CA,MN_COUNTY,RMS_KEY_YB_COM_2020,678.048677,602.165926,FA_COM,2015
233,vulsens_0233,CO,AZ_COUNTY,RMS_KEY_HT_COM_20,765.793467,137.991477,CC_COM,RC
234,vulsens_0234,CA,TX_COUNTY,RMS_KEY_HT_COM_10,1471.275567,724.297261,OCC,2000
235,vulsens_0235,CA,AL_COUNTY,RMS_KEY_HT_SFD_Unk,1013.659466,332.506922,YB_COM,2005
236,vulsens_0236,AZ,AZ_COUNTY,RMS_KEY_YB_COM_2010,382.01762,262.488718,YB_COM,25000
237,vulsens_0237,AL,AZ_COUNTY,RMS_KEY_HT_COM_1,467.116351,290.592984,HT_COM,MH
238,vulsens_0238,CO,CA_COUNTY,RMS_KEY_CC_Wood,542.807041,624.103583,OCC,Unk
239,vulsens_0239,TX,AL_COUNTY,RMS_KEY_YB_<1995,335.268709,350.028396,YB,MH
240,vulsens_0240,AZ,CO_COUNTY,RMS_KEY_FA_COM_5000,431.518221,376.144136,CC_COM,Unk
241,vulsens_0241,TX,FL_COUNTY,RMS_KEY_FA_COM_30000,517.412458,338.83125,FA_COM,RC
242,vulsens_0242,AZ,CO_COUNTY,RMS_KEY_CC_COM_MH,215.381021,335.974121,HT_SFD,2005
